Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,PrtcpntCnt
78196,30JUN2022,Other,Visual Impairment,7 to 14,Core,5
78197,30JUN2022,Other,Visual Impairment,ALL,ALL,42
78198,30JUN2022,Other,Visual Impairment,ALL,Capacity Building,42
78199,30JUN2022,Other,Visual Impairment,ALL,Capital,13
78200,30JUN2022,Other,Visual Impairment,ALL,Core,42
78885,30JUN2022,South East Metro,ABI,15 to 18,ALL,5
78886,30JUN2022,South East Metro,ABI,15 to 18,Capacity Building,5
78887,30JUN2022,South East Metro,ABI,15 to 18,Capital,5
78888,30JUN2022,South East Metro,ABI,15 to 18,Core,5
78889,30JUN2022,South East Metro,ABI,19 to 24,ALL,5
78890,30JUN2022,South East Metro,ABI,19 to 24,Capacity Building,5
78891,30JUN2022,South East Metro,ABI,19 to 24,Capital,5
78892,30JUN2022,South East Metro,ABI,19 to 24,Core,5
78893,30JUN2022,South East Metro,ABI,25 to 34,ALL,26
78894,30JUN2022,South East Metro,ABI,25 to 34,Capacity Building,23
78895,30JUN2022,South East Metro,ABI,25 to 34,Capital,5
78896,30JUN2022,South East Metro,ABI,25 to 34,Core,21
78897,30JUN2022,South East Metro,ABI,35 to 44,ALL,44
78898,30JUN2022,South East Metro,ABI,35 to 44,Capacity Building,44
78899,30JUN2022,South East Metro,ABI,35 to 44,Capital,16
78900,30JUN2022,South East Metro,ABI,35 to 44,Core,43
78901,30JUN2022,South East Metro,ABI,45 to 54,ALL,40
78902,30JUN2022,South East Metro,ABI,45 to 54,Capacity Building,38
78903,30JUN2022,South East Metro,ABI,45 to 54,Capital,19
78904,30JUN2022,South East Metro,ABI,45 to 54,Core,43
78905,30JUN2022,South East Metro,ABI,55 to 64,ALL,55
78906,30JUN2022,South East Metro,ABI,55 to 64,Capacity Building,50
78907,30JUN2022,South East Metro,ABI,55 to 64,Capital,33
78908,30JUN2022,South East Metro,ABI,55 to 64,Core,57
78909,30JUN2022,South East Metro,ABI,65+,ALL,15
78910,30JUN2022,South East Metro,ABI,65+,Capacity Building,15
78911,30JUN2022,South East Metro,ABI,65+,Capital,12
78912,30JUN2022,South East Metro,ABI,65+,Core,15
78913,30JUN2022,South East Metro,ABI,7 to 14,ALL,13
78914,30JUN2022,South East Metro,ABI,7 to 14,Capacity Building,13
78915,30JUN2022,South East Metro,ABI,7 to 14,Capital,5
78916,30JUN2022,South East Metro,ABI,7 to 14,Core,13
78917,30JUN2022,South East Metro,ABI,ALL,ALL,203
78918,30JUN2022,South East Metro,ABI,ALL,Capacity Building,199
78919,30JUN2022,South East Metro,ABI,ALL,Capital,110
78920,30JUN2022,South East Metro,ABI,ALL,Core,200
78921,30JUN2022,South East Metro,ALL,0 to 6,ALL,654
78922,30JUN2022,South East Metro,ALL,0 to 6,Capacity Building,652
78923,30JUN2022,South East Metro,ALL,0 to 6,Capital,144
78924,30JUN2022,South East Metro,ALL,0 to 6,Core,612
78925,30JUN2022,South East Metro,ALL,15 to 18,ALL,443
78926,30JUN2022,South East Metro,ALL,15 to 18,Capacity Building,441
78927,30JUN2022,South East Metro,ALL,15 to 18,Capital,63
78928,30JUN2022,South East Metro,ALL,15 to 18,Core,373
78929,30JUN2022,South East Metro,ALL,19 to 24,ALL,446
78930,30JUN2022,South East Metro,ALL,19 to 24,Capacity Building,433
78931,30JUN2022,South East Metro,ALL,19 to 24,Capital,73
78932,30JUN2022,South East Metro,ALL,19 to 24,Core,414
78933,30JUN2022,South East Metro,ALL,25 to 34,ALL,576
78934,30JUN2022,South East Metro,ALL,25 to 34,Capacity Building,562
78935,30JUN2022,South East Metro,ALL,25 to 34,Capital,125
78936,30JUN2022,South East Metro,ALL,25 to 34,Core,552
78937,30JUN2022,South East Metro,ALL,35 to 44,ALL,532
78938,30JUN2022,South East Metro,ALL,35 to 44,Capacity Building,519
78939,30JUN2022,South East Metro,ALL,35 to 44,Capital,183
78940,30JUN2022,South East Metro,ALL,35 to 44,Core,524
78941,30JUN2022,South East Metro,ALL,45 to 54,ALL,583
78942,30JUN2022,South East Metro,ALL,45 to 54,Capacity Building,572
78943,30JUN2022,South East Metro,ALL,45 to 54,Capital,243
78944,30JUN2022,South East Metro,ALL,45 to 54,Core,577
78945,30JUN2022,South East Metro,ALL,55 to 64,ALL,666
78946,30JUN2022,South East Metro,ALL,55 to 64,Capacity Building,657
78947,30JUN2022,South East Metro,ALL,55 to 64,Capital,358
78948,30JUN2022,South East Metro,ALL,55 to 64,Core,657
78949,30JUN2022,South East Metro,ALL,65+,ALL,191
78950,30JUN2022,South East Metro,ALL,65+,Capacity Building,191
78951,30JUN2022,South East Metro,ALL,65+,Capital,127
78952,30JUN2022,South East Metro,ALL,65+,Core,189
78953,30JUN2022,South East Metro,ALL,7 to 14,ALL,1183
78954,30JUN2022,South East Metro,ALL,7 to 14,Capacity Building,1173
78955,30JUN2022,South East Metro,ALL,7 to 14,Capital,210
78956,30JUN2022,South East Metro,ALL,7 to 14,Core,959
78957,30JUN2022,South East Metro,ALL,ALL,ALL,5274
78958,30JUN2022,South East Metro,ALL,ALL,Capacity Building,5200
78959,30JUN2022,South East Metro,ALL,ALL,Capital,1526
78960,30JUN2022,South East Metro,ALL,ALL,Core,4857
78961,30JUN2022,South East Metro,Autism,0 to 6,ALL,190
78962,30JUN2022,South East Metro,Autism,0 to 6,Capacity Building,187
78963,30JUN2022,South East Metro,Autism,0 to 6,Capital,40
78964,30JUN2022,South East Metro,Autism,0 to 6,Core,176
78965,30JUN2022,South East Metro,Autism,15 to 18,ALL,276
78966,30JUN2022,South East Metro,Autism,15 to 18,Capacity Building,276
78967,30JUN2022,South East Metro,Autism,15 to 18,Capital,19
78968,30JUN2022,South East Metro,Autism,15 to 18,Core,224
78969,30JUN2022,South East Metro,Autism,19 to 24,ALL,216
78970,30JUN2022,South East Metro,Autism,19 to 24,Capacity Building,207
78971,30JUN2022,South East Metro,Autism,19 to 24,Capital,19
78972,30JUN2022,South East Metro,Autism,19 to 24,Core,192
78973,30JUN2022,South East Metro,Autism,25 to 34,ALL,138
78974,30JUN2022,South East Metro,Autism,25 to 34,Capacity Building,133
78975,30JUN2022,South East Metro,Autism,25 to 34,Capital,19
78976,30JUN2022,South East Metro,Autism,25 to 34,Core,126
78977,30JUN2022,South East Metro,Autism,35 to 44,ALL,48
78978,30JUN2022,South East Metro,Autism,35 to 44,Capacity Building,42
78979,30JUN2022,South East Metro,Autism,35 to 44,Capital,5
78980,30JUN2022,South East Metro,Autism,35 to 44,Core,38
78981,30JUN2022,South East Metro,Autism,45 to 54,ALL,21
78982,30JUN2022,South East Metro,Autism,45 to 54,Capacity Building,19
78983,30JUN2022,South East Metro,Autism,45 to 54,Capital,5
78984,30JUN2022,South East Metro,Autism,45 to 54,Core,17
78985,30JUN2022,South East Metro,Autism,55 to 64,ALL,5
78986,30JUN2022,South East Metro,Autism,55 to 64,Capacity Building,5
78987,30JUN2022,South East Metro,Autism,55 to 64,Capital,5
78988,30JUN2022,South East Metro,Autism,55 to 64,Core,5
78989,30JUN2022,South East Metro,Autism,65+,ALL,5
78990,30JUN2022,South East Metro,Autism,65+,Capacity Building,5
78991,30JUN2022,South East Metro,Autism,65+,Capital,5
78992,30JUN2022,South East Metro,Autism,65+,Core,5
78993,30JUN2022,South East Metro,Autism,7 to 14,ALL,815
78994,30JUN2022,South East Metro,Autism,7 to 14,Capacity Building,817
78995,30JUN2022,South East Metro,Autism,7 to 14,Capital,86
78996,30JUN2022,South East Metro,Autism,7 to 14,Core,639
78997,30JUN2022,South East Metro,Autism,ALL,ALL,1714
78998,30JUN2022,South East Metro,Autism,ALL,Capacity Building,1700
78999,30JUN2022,South East Metro,Autism,ALL,Capital,194
79000,30JUN2022,South East Metro,Autism,ALL,Core,1431
79001,30JUN2022,South East Metro,Cerebral Palsy,0 to 6,ALL,29
79002,30JUN2022,South East Metro,Cerebral Palsy,0 to 6,Capacity Building,32
79003,30JUN2022,South East Metro,Cerebral Palsy,0 to 6,Capital,18
79004,30JUN2022,South East Metro,Cerebral Palsy,0 to 6,Core,25
79005,30JUN2022,South East Metro,Cerebral Palsy,15 to 18,ALL,24
79006,30JUN2022,South East Metro,Cerebral Palsy,15 to 18,Capacity Building,24
79007,30JUN2022,South East Metro,Cerebral Palsy,15 to 18,Capital,16
79008,30JUN2022,South East Metro,Cerebral Palsy,15 to 18,Core,26
79009,30JUN2022,South East Metro,Cerebral Palsy,19 to 24,ALL,17
79010,30JUN2022,South East Metro,Cerebral Palsy,19 to 24,Capacity Building,14
79011,30JUN2022,South East Metro,Cerebral Palsy,19 to 24,Capital,13
79012,30JUN2022,South East Metro,Cerebral Palsy,19 to 24,Core,13
79013,30JUN2022,South East Metro,Cerebral Palsy,25 to 34,ALL,32
79014,30JUN2022,South East Metro,Cerebral Palsy,25 to 34,Capacity Building,30
79015,30JUN2022,South East Metro,Cerebral Palsy,25 to 34,Capital,22
79016,30JUN2022,South East Metro,Cerebral Palsy,25 to 34,Core,35
79017,30JUN2022,South East Metro,Cerebral Palsy,35 to 44,ALL,24
79018,30JUN2022,South East Metro,Cerebral Palsy,35 to 44,Capacity Building,25
79019,30JUN2022,South East Metro,Cerebral Palsy,35 to 44,Capital,14
79020,30JUN2022,South East Metro,Cerebral Palsy,35 to 44,Core,25
79021,30JUN2022,South East Metro,Cerebral Palsy,45 to 54,ALL,28
79022,30JUN2022,South East Metro,Cerebral Palsy,45 to 54,Capacity Building,30
79023,30JUN2022,South East Metro,Cerebral Palsy,45 to 54,Capital,22
79024,30JUN2022,South East Metro,Cerebral Palsy,45 to 54,Core,29
79025,30JUN2022,South East Metro,Cerebral Palsy,55 to 64,ALL,20
79026,30JUN2022,South East Metro,Cerebral Palsy,55 to 64,Capacity Building,18
79027,30JUN2022,South East Metro,Cerebral Palsy,55 to 64,Capital,17
79028,30JUN2022,South East Metro,Cerebral Palsy,55 to 64,Core,24
79029,30JUN2022,South East Metro,Cerebral Palsy,65+,ALL,5
79030,30JUN2022,South East Metro,Cerebral Palsy,65+,Capacity Building,5
79031,30JUN2022,South East Metro,Cerebral Palsy,65+,Capital,5
79032,30JUN2022,South East Metro,Cerebral Palsy,65+,Core,5
79033,30JUN2022,South East Metro,Cerebral Palsy,7 to 14,ALL,40
79034,30JUN2022,South East Metro,Cerebral Palsy,7 to 14,Capacity Building,37
79035,30JUN2022,South East Metro,Cerebral Palsy,7 to 14,Capital,40
79036,30JUN2022,South East Metro,Cerebral Palsy,7 to 14,Core,35
79037,30JUN2022,South East Metro,Cerebral Palsy,ALL,ALL,218
79038,30JUN2022,South East Metro,Cerebral Palsy,ALL,Capacity Building,218
79039,30JUN2022,South East Metro,Cerebral Palsy,ALL,Capital,172
79040,30JUN2022,South East Metro,Cerebral Palsy,ALL,Core,213
79041,30JUN2022,South East Metro,Developmental delay,0 to 6,ALL,276
79042,30JUN2022,South East Metro,Developmental delay,0 to 6,Capacity Building,270
79043,30JUN2022,South East Metro,Developmental delay,0 to 6,Capital,41
79044,30JUN2022,South East Metro,Developmental delay,0 to 6,Core,252
79073,30JUN2022,South East Metro,Developmental delay,7 to 14,ALL,14
79074,30JUN2022,South East Metro,Developmental delay,7 to 14,Capacity Building,14
79076,30JUN2022,South East Metro,Developmental delay,7 to 14,Core,5
79077,30JUN2022,South East Metro,Developmental delay,ALL,ALL,290
79078,30JUN2022,South East Metro,Developmental delay,ALL,Capacity Building,289
79079,30JUN2022,South East Metro,Developmental delay,ALL,Capital,41
79080,30JUN2022,South East Metro,Developmental delay,ALL,Core,263
79081,30JUN2022,South East Metro,Global developmental delay,0 to 6,ALL,86
79082,30JUN2022,South East Metro,Global developmental delay,0 to 6,Capacity Building,88
79083,30JUN2022,South East Metro,Global developmental delay,0 to 6,Capital,23
79084,30JUN2022,South East Metro,Global developmental delay,0 to 6,Core,76
79113,30JUN2022,South East Metro,Global developmental delay,7 to 14,ALL,38
79114,30JUN2022,South East Metro,Global developmental delay,7 to 14,Capacity Building,41
79115,30JUN2022,South East Metro,Global developmental delay,7 to 14,Capital,5
79116,30JUN2022,South East Metro,Global developmental delay,7 to 14,Core,19
79117,30JUN2022,South East Metro,Global developmental delay,ALL,ALL,124
79118,30JUN2022,South East Metro,Global developmental delay,ALL,Capacity Building,124
79119,30JUN2022,South East Metro,Global developmental delay,ALL,Capital,22
79120,30JUN2022,South East Metro,Global developmental delay,ALL,Core,101
79121,30JUN2022,South East Metro,Hearing Impairment,0 to 6,ALL,28
79122,30JUN2022,South East Metro,Hearing Impairment,0 to 6,Capacity Building,33
79123,30JUN2022,South East Metro,Hearing Impairment,0 to 6,Capital,5
79124,30JUN2022,South East Metro,Hearing Impairment,0 to 6,Core,24
79125,30JUN2022,South East Metro,Hearing Impairment,15 to 18,ALL,21
79126,30JUN2022,South East Metro,Hearing Impairment,15 to 18,Capacity Building,19
79127,30JUN2022,South East Metro,Hearing Impairment,15 to 18,Capital,5
79128,30JUN2022,South East Metro,Hearing Impairment,15 to 18,Core,25
79129,30JUN2022,South East Metro,Hearing Impairment,19 to 24,ALL,24
79130,30JUN2022,South East Metro,Hearing Impairment,19 to 24,Capacity Building,24
79131,30JUN2022,South East Metro,Hearing Impairment,19 to 24,Capital,5
79132,30JUN2022,South East Metro,Hearing Impairment,19 to 24,Core,22
79133,30JUN2022,South East Metro,Hearing Impairment,25 to 34,ALL,24
79134,30JUN2022,South East Metro,Hearing Impairment,25 to 34,Capacity Building,22
79135,30JUN2022,South East Metro,Hearing Impairment,25 to 34,Capital,5
79136,30JUN2022,South East Metro,Hearing Impairment,25 to 34,Core,27
79137,30JUN2022,South East Metro,Hearing Impairment,35 to 44,ALL,21
79138,30JUN2022,South East Metro,Hearing Impairment,35 to 44,Capacity Building,19
79139,30JUN2022,South East Metro,Hearing Impairment,35 to 44,Capital,5
79140,30JUN2022,South East Metro,Hearing Impairment,35 to 44,Core,16
79141,30JUN2022,South East Metro,Hearing Impairment,45 to 54,ALL,46
79142,30JUN2022,South East Metro,Hearing Impairment,45 to 54,Capacity Building,41
79143,30JUN2022,South East Metro,Hearing Impairment,45 to 54,Capital,20
79144,30JUN2022,South East Metro,Hearing Impairment,45 to 54,Core,43
79145,30JUN2022,South East Metro,Hearing Impairment,55 to 64,ALL,32
79146,30JUN2022,South East Metro,Hearing Impairment,55 to 64,Capacity Building,32
79147,30JUN2022,South East Metro,Hearing Impairment,55 to 64,Capital,12
79148,30JUN2022,South East Metro,Hearing Impairment,55 to 64,Core,34
79149,30JUN2022,South East Metro,Hearing Impairment,65+,ALL,5
79150,30JUN2022,South East Metro,Hearing Impairment,65+,Capacity Building,5
79151,30JUN2022,South East Metro,Hearing Impairment,65+,Capital,5
79152,30JUN2022,South East Metro,Hearing Impairment,65+,Core,5
79153,30JUN2022,South East Metro,Hearing Impairment,7 to 14,ALL,72
79154,30JUN2022,South East Metro,Hearing Impairment,7 to 14,Capacity Building,65
79155,30JUN2022,South East Metro,Hearing Impairment,7 to 14,Capital,5
79156,30JUN2022,South East Metro,Hearing Impairment,7 to 14,Core,77
79157,30JUN2022,South East Metro,Hearing Impairment,ALL,ALL,272
79158,30JUN2022,South East Metro,Hearing Impairment,ALL,Capacity Building,255
79159,30JUN2022,South East Metro,Hearing Impairment,ALL,Capital,60
79160,30JUN2022,South East Metro,Hearing Impairment,ALL,Core,268
79161,30JUN2022,South East Metro,Intellectual Disability,0 to 6,ALL,36
79162,30JUN2022,South East Metro,Intellectual Disability,0 to 6,Capacity Building,32
79163,30JUN2022,South East Metro,Intellectual Disability,0 to 6,Capital,22
79164,30JUN2022,South East Metro,Intellectual Disability,0 to 6,Core,39
79165,30JUN2022,South East Metro,Intellectual Disability,15 to 18,ALL,93
79166,30JUN2022,South East Metro,Intellectual Disability,15 to 18,Capacity Building,97
79167,30JUN2022,South East Metro,Intellectual Disability,15 to 18,Capital,15
79168,30JUN2022,South East Metro,Intellectual Disability,15 to 18,Core,83
79169,30JUN2022,South East Metro,Intellectual Disability,19 to 24,ALL,133
79170,30JUN2022,South East Metro,Intellectual Disability,19 to 24,Capacity Building,131
79171,30JUN2022,South East Metro,Intellectual Disability,19 to 24,Capital,22
79172,30JUN2022,South East Metro,Intellectual Disability,19 to 24,Core,122
79173,30JUN2022,South East Metro,Intellectual Disability,25 to 34,ALL,191
79174,30JUN2022,South East Metro,Intellectual Disability,25 to 34,Capacity Building,186
79175,30JUN2022,South East Metro,Intellectual Disability,25 to 34,Capital,30
79176,30JUN2022,South East Metro,Intellectual Disability,25 to 34,Core,180
79177,30JUN2022,South East Metro,Intellectual Disability,35 to 44,ALL,138
79178,30JUN2022,South East Metro,Intellectual Disability,35 to 44,Capacity Building,130
79179,30JUN2022,South East Metro,Intellectual Disability,35 to 44,Capital,43
79180,30JUN2022,South East Metro,Intellectual Disability,35 to 44,Core,136
79181,30JUN2022,South East Metro,Intellectual Disability,45 to 54,ALL,123
79182,30JUN2022,South East Metro,Intellectual Disability,45 to 54,Capacity Building,113
79183,30JUN2022,South East Metro,Intellectual Disability,45 to 54,Capital,39
79184,30JUN2022,South East Metro,Intellectual Disability,45 to 54,Core,127
79185,30JUN2022,South East Metro,Intellectual Disability,55 to 64,ALL,103
79186,30JUN2022,South East Metro,Intellectual Disability,55 to 64,Capacity Building,99
79187,30JUN2022,South East Metro,Intellectual Disability,55 to 64,Capital,45
79188,30JUN2022,South East Metro,Intellectual Disability,55 to 64,Core,104
79189,30JUN2022,South East Metro,Intellectual Disability,65+,ALL,27
79190,30JUN2022,South East Metro,Intellectual Disability,65+,Capacity Building,26
79191,30JUN2022,South East Metro,Intellectual Disability,65+,Capital,14
79192,30JUN2022,South East Metro,Intellectual Disability,65+,Core,29
79193,30JUN2022,South East Metro,Intellectual Disability,7 to 14,ALL,135
79194,30JUN2022,South East Metro,Intellectual Disability,7 to 14,Capacity Building,132
79195,30JUN2022,South East Metro,Intellectual Disability,7 to 14,Capital,59
79196,30JUN2022,South East Metro,Intellectual Disability,7 to 14,Core,119
79197,30JUN2022,South East Metro,Intellectual Disability,ALL,ALL,979
79198,30JUN2022,South East Metro,Intellectual Disability,ALL,Capacity Building,949
79199,30JUN2022,South East Metro,Intellectual Disability,ALL,Capital,301
79200,30JUN2022,South East Metro,Intellectual Disability,ALL,Core,928
79213,30JUN2022,South East Metro,Multiple Sclerosis,25 to 34,ALL,5
79214,30JUN2022,South East Metro,Multiple Sclerosis,25 to 34,Capacity Building,5
79215,30JUN2022,South East Metro,Multiple Sclerosis,25 to 34,Capital,5
79216,30JUN2022,South East Metro,Multiple Sclerosis,25 to 34,Core,5
79217,30JUN2022,South East Metro,Multiple Sclerosis,35 to 44,ALL,18
79218,30JUN2022,South East Metro,Multiple Sclerosis,35 to 44,Capacity Building,22
79219,30JUN2022,South East Metro,Multiple Sclerosis,35 to 44,Capital,12
79220,30JUN2022,South East Metro,Multiple Sclerosis,35 to 44,Core,14
79221,30JUN2022,South East Metro,Multiple Sclerosis,45 to 54,ALL,16
79222,30JUN2022,South East Metro,Multiple Sclerosis,45 to 54,Capacity Building,16
79223,30JUN2022,South East Metro,Multiple Sclerosis,45 to 54,Capital,5
79224,30JUN2022,South East Metro,Multiple Sclerosis,45 to 54,Core,16
79225,30JUN2022,South East Metro,Multiple Sclerosis,55 to 64,ALL,29
79226,30JUN2022,South East Metro,Multiple Sclerosis,55 to 64,Capacity Building,27
79227,30JUN2022,South East Metro,Multiple Sclerosis,55 to 64,Capital,24
79228,30JUN2022,South East Metro,Multiple Sclerosis,55 to 64,Core,28
79229,30JUN2022,South East Metro,Multiple Sclerosis,65+,ALL,12
79230,30JUN2022,South East Metro,Multiple Sclerosis,65+,Capacity Building,12
79231,30JUN2022,South East Metro,Multiple Sclerosis,65+,Capital,5
79232,30JUN2022,South East Metro,Multiple Sclerosis,65+,Core,12
79237,30JUN2022,South East Metro,Multiple Sclerosis,ALL,ALL,83
79238,30JUN2022,South East Metro,Multiple Sclerosis,ALL,Capacity Building,83
79239,30JUN2022,South East Metro,Multiple Sclerosis,ALL,Capital,66
79240,30JUN2022,South East Metro,Multiple Sclerosis,ALL,Core,83
79241,30JUN2022,South East Metro,Other,0 to 6,ALL,5
79242,30JUN2022,South East Metro,Other,0 to 6,Capacity Building,5
79243,30JUN2022,South East Metro,Other,0 to 6,Capital,5
79244,30JUN2022,South East Metro,Other,0 to 6,Core,5
79245,30JUN2022,South East Metro,Other,15 to 18,ALL,5
79246,30JUN2022,South East Metro,Other,15 to 18,Capacity Building,5
79248,30JUN2022,South East Metro,Other,15 to 18,Core,5
79249,30JUN2022,South East Metro,Other,19 to 24,ALL,5
79250,30JUN2022,South East Metro,Other,19 to 24,Capacity Building,5
79251,30JUN2022,South East Metro,Other,19 to 24,Capital,5
79252,30JUN2022,South East Metro,Other,19 to 24,Core,5
79253,30JUN2022,South East Metro,Other,25 to 34,ALL,5
79254,30JUN2022,South East Metro,Other,25 to 34,Capacity Building,5
79255,30JUN2022,South East Metro,Other,25 to 34,Capital,5
79256,30JUN2022,South East Metro,Other,25 to 34,Core,5
79257,30JUN2022,South East Metro,Other,35 to 44,ALL,5
79258,30JUN2022,South East Metro,Other,35 to 44,Capacity Building,5
79259,30JUN2022,South East Metro,Other,35 to 44,Capital,5
79260,30JUN2022,South East Metro,Other,35 to 44,Core,5
79261,30JUN2022,South East Metro,Other,45 to 54,ALL,15
79262,30JUN2022,South East Metro,Other,45 to 54,Capacity Building,15
79263,30JUN2022,South East Metro,Other,45 to 54,Capital,12
79264,30JUN2022,South East Metro,Other,45 to 54,Core,15
79265,30JUN2022,South East Metro,Other,55 to 64,ALL,33
