Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,Utlstn,PrvdrCnt
76450,30JUN2022,North East Metro,Intellectual Disability,19 to 24,Capacity Building,60,
76451,30JUN2022,North East Metro,Intellectual Disability,19 to 24,Capital,40,
76452,30JUN2022,North East Metro,Intellectual Disability,19 to 24,Core,80,
76569,30JUN2022,North East Metro,Other Neurological,19 to 24,ALL,80,
76570,30JUN2022,North East Metro,Other Neurological,19 to 24,Capacity Building,44,
76572,30JUN2022,North East Metro,Other Neurological,19 to 24,Core,88,
76609,30JUN2022,North East Metro,Other Physical,19 to 24,ALL,45,
76610,30JUN2022,North East Metro,Other Physical,19 to 24,Capacity Building,43,
76612,30JUN2022,North East Metro,Other Physical,19 to 24,Core,63,
76689,30JUN2022,North East Metro,Psychosocial disability,19 to 24,ALL,60,
76690,30JUN2022,North East Metro,Psychosocial disability,19 to 24,Capacity Building,62,
76692,30JUN2022,North East Metro,Psychosocial disability,19 to 24,Core,59,
76173,30JUN2022,North East Metro,ABI,25 to 34,ALL,80,
76174,30JUN2022,North East Metro,ABI,25 to 34,Capacity Building,63,
76175,30JUN2022,North East Metro,ABI,25 to 34,Capital,52,
76176,30JUN2022,North East Metro,ABI,25 to 34,Core,83,
76213,30JUN2022,North East Metro,ALL,25 to 34,ALL,80,
76214,30JUN2022,North East Metro,ALL,25 to 34,Capacity Building,57,
76215,30JUN2022,North East Metro,ALL,25 to 34,Capital,46,
76216,30JUN2022,North East Metro,ALL,25 to 34,Core,85,
76253,30JUN2022,North East Metro,Autism,25 to 34,ALL,84,
76254,30JUN2022,North East Metro,Autism,25 to 34,Capacity Building,58,
76255,30JUN2022,North East Metro,Autism,25 to 34,Capital,24,
76256,30JUN2022,North East Metro,Autism,25 to 34,Core,89,
76293,30JUN2022,North East Metro,Cerebral Palsy,25 to 34,ALL,83,
76294,30JUN2022,North East Metro,Cerebral Palsy,25 to 34,Capacity Building,67,
76295,30JUN2022,North East Metro,Cerebral Palsy,25 to 34,Capital,52,
76296,30JUN2022,North East Metro,Cerebral Palsy,25 to 34,Core,89,
76413,30JUN2022,North East Metro,Hearing Impairment,25 to 34,ALL,19,
76414,30JUN2022,North East Metro,Hearing Impairment,25 to 34,Capacity Building,19,
76415,30JUN2022,North East Metro,Hearing Impairment,25 to 34,Capital,9,
76416,30JUN2022,North East Metro,Hearing Impairment,25 to 34,Core,21,
76453,30JUN2022,North East Metro,Intellectual Disability,25 to 34,ALL,80,
76454,30JUN2022,North East Metro,Intellectual Disability,25 to 34,Capacity Building,52,
76455,30JUN2022,North East Metro,Intellectual Disability,25 to 34,Capital,27,
76456,30JUN2022,North East Metro,Intellectual Disability,25 to 34,Core,85,
76573,30JUN2022,North East Metro,Other Neurological,25 to 34,ALL,69,
76574,30JUN2022,North East Metro,Other Neurological,25 to 34,Capacity Building,60,
76575,30JUN2022,North East Metro,Other Neurological,25 to 34,Capital,37,
76576,30JUN2022,North East Metro,Other Neurological,25 to 34,Core,75,
76613,30JUN2022,North East Metro,Other Physical,25 to 34,ALL,62,
76614,30JUN2022,North East Metro,Other Physical,25 to 34,Capacity Building,52,
76615,30JUN2022,North East Metro,Other Physical,25 to 34,Capital,32,
76616,30JUN2022,North East Metro,Other Physical,25 to 34,Core,75,
76693,30JUN2022,North East Metro,Psychosocial disability,25 to 34,ALL,70,
76694,30JUN2022,North East Metro,Psychosocial disability,25 to 34,Capacity Building,58,
76696,30JUN2022,North East Metro,Psychosocial disability,25 to 34,Core,73,
76733,30JUN2022,North East Metro,Spinal Cord Injury,25 to 34,ALL,91,
76734,30JUN2022,North East Metro,Spinal Cord Injury,25 to 34,Capacity Building,77,
76735,30JUN2022,North East Metro,Spinal Cord Injury,25 to 34,Capital,100,
76736,30JUN2022,North East Metro,Spinal Cord Injury,25 to 34,Core,91,
76177,30JUN2022,North East Metro,ABI,35 to 44,ALL,73,
76178,30JUN2022,North East Metro,ABI,35 to 44,Capacity Building,49,
76179,30JUN2022,North East Metro,ABI,35 to 44,Capital,34,
76180,30JUN2022,North East Metro,ABI,35 to 44,Core,77,
76217,30JUN2022,North East Metro,ALL,35 to 44,ALL,77,
76218,30JUN2022,North East Metro,ALL,35 to 44,Capacity Building,58,
76219,30JUN2022,North East Metro,ALL,35 to 44,Capital,39,
76220,30JUN2022,North East Metro,ALL,35 to 44,Core,82,
76257,30JUN2022,North East Metro,Autism,35 to 44,ALL,81,
76258,30JUN2022,North East Metro,Autism,35 to 44,Capacity Building,58,
76259,30JUN2022,North East Metro,Autism,35 to 44,Capital,0,
76260,30JUN2022,North East Metro,Autism,35 to 44,Core,84,
76297,30JUN2022,North East Metro,Cerebral Palsy,35 to 44,ALL,85,
76298,30JUN2022,North East Metro,Cerebral Palsy,35 to 44,Capacity Building,69,
76299,30JUN2022,North East Metro,Cerebral Palsy,35 to 44,Capital,29,
76300,30JUN2022,North East Metro,Cerebral Palsy,35 to 44,Core,92,
76417,30JUN2022,North East Metro,Hearing Impairment,35 to 44,ALL,60,
76418,30JUN2022,North East Metro,Hearing Impairment,35 to 44,Capacity Building,48,
76420,30JUN2022,North East Metro,Hearing Impairment,35 to 44,Core,82,
76457,30JUN2022,North East Metro,Intellectual Disability,35 to 44,ALL,81,
76458,30JUN2022,North East Metro,Intellectual Disability,35 to 44,Capacity Building,57,
76459,30JUN2022,North East Metro,Intellectual Disability,35 to 44,Capital,10,
76460,30JUN2022,North East Metro,Intellectual Disability,35 to 44,Core,86,
76497,30JUN2022,North East Metro,Multiple Sclerosis,35 to 44,ALL,86,
76498,30JUN2022,North East Metro,Multiple Sclerosis,35 to 44,Capacity Building,62,
76500,30JUN2022,North East Metro,Multiple Sclerosis,35 to 44,Core,90,
76537,30JUN2022,North East Metro,Other,35 to 44,ALL,82,
76538,30JUN2022,North East Metro,Other,35 to 44,Capacity Building,70,
76540,30JUN2022,North East Metro,Other,35 to 44,Core,92,
76577,30JUN2022,North East Metro,Other Neurological,35 to 44,ALL,58,
76578,30JUN2022,North East Metro,Other Neurological,35 to 44,Capacity Building,53,
76579,30JUN2022,North East Metro,Other Neurological,35 to 44,Capital,81,
76580,30JUN2022,North East Metro,Other Neurological,35 to 44,Core,57,
76617,30JUN2022,North East Metro,Other Physical,35 to 44,ALL,81,
76618,30JUN2022,North East Metro,Other Physical,35 to 44,Capacity Building,59,
76619,30JUN2022,North East Metro,Other Physical,35 to 44,Capital,81,
76620,30JUN2022,North East Metro,Other Physical,35 to 44,Core,89,
76697,30JUN2022,North East Metro,Psychosocial disability,35 to 44,ALL,68,
76698,30JUN2022,North East Metro,Psychosocial disability,35 to 44,Capacity Building,55,
76700,30JUN2022,North East Metro,Psychosocial disability,35 to 44,Core,72,
76737,30JUN2022,North East Metro,Spinal Cord Injury,35 to 44,ALL,75,
76738,30JUN2022,North East Metro,Spinal Cord Injury,35 to 44,Capacity Building,76,
76739,30JUN2022,North East Metro,Spinal Cord Injury,35 to 44,Capital,50,
76740,30JUN2022,North East Metro,Spinal Cord Injury,35 to 44,Core,78,
76817,30JUN2022,North East Metro,Visual Impairment,35 to 44,ALL,78,
76818,30JUN2022,North East Metro,Visual Impairment,35 to 44,Capacity Building,79,
76820,30JUN2022,North East Metro,Visual Impairment,35 to 44,Core,78,
76181,30JUN2022,North East Metro,ABI,45 to 54,ALL,86,
76182,30JUN2022,North East Metro,ABI,45 to 54,Capacity Building,70,
76183,30JUN2022,North East Metro,ABI,45 to 54,Capital,11,
76184,30JUN2022,North East Metro,ABI,45 to 54,Core,92,
76221,30JUN2022,North East Metro,ALL,45 to 54,ALL,79,
76222,30JUN2022,North East Metro,ALL,45 to 54,Capacity Building,61,
76223,30JUN2022,North East Metro,ALL,45 to 54,Capital,41,
76224,30JUN2022,North East Metro,ALL,45 to 54,Core,84,
76261,30JUN2022,North East Metro,Autism,45 to 54,ALL,85,
76262,30JUN2022,North East Metro,Autism,45 to 54,Capacity Building,58,
76264,30JUN2022,North East Metro,Autism,45 to 54,Core,92,
76301,30JUN2022,North East Metro,Cerebral Palsy,45 to 54,ALL,87,
76302,30JUN2022,North East Metro,Cerebral Palsy,45 to 54,Capacity Building,71,
76303,30JUN2022,North East Metro,Cerebral Palsy,45 to 54,Capital,58,
76304,30JUN2022,North East Metro,Cerebral Palsy,45 to 54,Core,91,
76421,30JUN2022,North East Metro,Hearing Impairment,45 to 54,ALL,53,
76422,30JUN2022,North East Metro,Hearing Impairment,45 to 54,Capacity Building,51,
76423,30JUN2022,North East Metro,Hearing Impairment,45 to 54,Capital,78,
76424,30JUN2022,North East Metro,Hearing Impairment,45 to 54,Core,52,
76461,30JUN2022,North East Metro,Intellectual Disability,45 to 54,ALL,83,
76462,30JUN2022,North East Metro,Intellectual Disability,45 to 54,Capacity Building,63,
76463,30JUN2022,North East Metro,Intellectual Disability,45 to 54,Capital,6,
76464,30JUN2022,North East Metro,Intellectual Disability,45 to 54,Core,87,
76501,30JUN2022,North East Metro,Multiple Sclerosis,45 to 54,ALL,79,
76502,30JUN2022,North East Metro,Multiple Sclerosis,45 to 54,Capacity Building,61,
76503,30JUN2022,North East Metro,Multiple Sclerosis,45 to 54,Capital,46,
76504,30JUN2022,North East Metro,Multiple Sclerosis,45 to 54,Core,86,
76541,30JUN2022,North East Metro,Other,45 to 54,ALL,67,
76542,30JUN2022,North East Metro,Other,45 to 54,Capacity Building,57,
76543,30JUN2022,North East Metro,Other,45 to 54,Capital,100,
76544,30JUN2022,North East Metro,Other,45 to 54,Core,54,
76581,30JUN2022,North East Metro,Other Neurological,45 to 54,ALL,77,
76582,30JUN2022,North East Metro,Other Neurological,45 to 54,Capacity Building,66,
76583,30JUN2022,North East Metro,Other Neurological,45 to 54,Capital,42,
76584,30JUN2022,North East Metro,Other Neurological,45 to 54,Core,83,
76621,30JUN2022,North East Metro,Other Physical,45 to 54,ALL,60,
76622,30JUN2022,North East Metro,Other Physical,45 to 54,Capacity Building,47,
76623,30JUN2022,North East Metro,Other Physical,45 to 54,Capital,54,
76624,30JUN2022,North East Metro,Other Physical,45 to 54,Core,70,
76701,30JUN2022,North East Metro,Psychosocial disability,45 to 54,ALL,68,
76702,30JUN2022,North East Metro,Psychosocial disability,45 to 54,Capacity Building,58,
76703,30JUN2022,North East Metro,Psychosocial disability,45 to 54,Capital,67,
76704,30JUN2022,North East Metro,Psychosocial disability,45 to 54,Core,71,
76741,30JUN2022,North East Metro,Spinal Cord Injury,45 to 54,ALL,70,
76742,30JUN2022,North East Metro,Spinal Cord Injury,45 to 54,Capacity Building,53,
76743,30JUN2022,North East Metro,Spinal Cord Injury,45 to 54,Capital,22,
76744,30JUN2022,North East Metro,Spinal Cord Injury,45 to 54,Core,80,
76781,30JUN2022,North East Metro,Stroke,45 to 54,ALL,77,
76782,30JUN2022,North East Metro,Stroke,45 to 54,Capacity Building,65,
76783,30JUN2022,North East Metro,Stroke,45 to 54,Capital,46,
76784,30JUN2022,North East Metro,Stroke,45 to 54,Core,84,
76821,30JUN2022,North East Metro,Visual Impairment,45 to 54,ALL,85,
76822,30JUN2022,North East Metro,Visual Impairment,45 to 54,Capacity Building,59,
76823,30JUN2022,North East Metro,Visual Impairment,45 to 54,Capital,43,
76824,30JUN2022,North East Metro,Visual Impairment,45 to 54,Core,93,
76185,30JUN2022,North East Metro,ABI,55 to 64,ALL,81,
76186,30JUN2022,North East Metro,ABI,55 to 64,Capacity Building,68,
76187,30JUN2022,North East Metro,ABI,55 to 64,Capital,34,
76188,30JUN2022,North East Metro,ABI,55 to 64,Core,84,
76225,30JUN2022,North East Metro,ALL,55 to 64,ALL,78,
76226,30JUN2022,North East Metro,ALL,55 to 64,Capacity Building,64,
76227,30JUN2022,North East Metro,ALL,55 to 64,Capital,41,
76228,30JUN2022,North East Metro,ALL,55 to 64,Core,82,
76265,30JUN2022,North East Metro,Autism,55 to 64,ALL,84,
76266,30JUN2022,North East Metro,Autism,55 to 64,Capacity Building,57,
76268,30JUN2022,North East Metro,Autism,55 to 64,Core,90,
76305,30JUN2022,North East Metro,Cerebral Palsy,55 to 64,ALL,89,
76306,30JUN2022,North East Metro,Cerebral Palsy,55 to 64,Capacity Building,78,
76307,30JUN2022,North East Metro,Cerebral Palsy,55 to 64,Capital,16,
76308,30JUN2022,North East Metro,Cerebral Palsy,55 to 64,Core,97,
76425,30JUN2022,North East Metro,Hearing Impairment,55 to 64,ALL,68,
76426,30JUN2022,North East Metro,Hearing Impairment,55 to 64,Capacity Building,42,
76427,30JUN2022,North East Metro,Hearing Impairment,55 to 64,Capital,62,
76428,30JUN2022,North East Metro,Hearing Impairment,55 to 64,Core,76,
76465,30JUN2022,North East Metro,Intellectual Disability,55 to 64,ALL,83,
76466,30JUN2022,North East Metro,Intellectual Disability,55 to 64,Capacity Building,59,
76467,30JUN2022,North East Metro,Intellectual Disability,55 to 64,Capital,17,
76468,30JUN2022,North East Metro,Intellectual Disability,55 to 64,Core,88,
76505,30JUN2022,North East Metro,Multiple Sclerosis,55 to 64,ALL,81,
76506,30JUN2022,North East Metro,Multiple Sclerosis,55 to 64,Capacity Building,59,
76507,30JUN2022,North East Metro,Multiple Sclerosis,55 to 64,Capital,61,
76508,30JUN2022,North East Metro,Multiple Sclerosis,55 to 64,Core,88,
76545,30JUN2022,North East Metro,Other,55 to 64,ALL,68,
76546,30JUN2022,North East Metro,Other,55 to 64,Capacity Building,66,
76547,30JUN2022,North East Metro,Other,55 to 64,Capital,49,
76548,30JUN2022,North East Metro,Other,55 to 64,Core,71,
76585,30JUN2022,North East Metro,Other Neurological,55 to 64,ALL,70,
76586,30JUN2022,North East Metro,Other Neurological,55 to 64,Capacity Building,66,
76587,30JUN2022,North East Metro,Other Neurological,55 to 64,Capital,50,
76588,30JUN2022,North East Metro,Other Neurological,55 to 64,Core,73,
76625,30JUN2022,North East Metro,Other Physical,55 to 64,ALL,67,
76626,30JUN2022,North East Metro,Other Physical,55 to 64,Capacity Building,61,
76627,30JUN2022,North East Metro,Other Physical,55 to 64,Capital,46,
76628,30JUN2022,North East Metro,Other Physical,55 to 64,Core,74,
76705,30JUN2022,North East Metro,Psychosocial disability,55 to 64,ALL,68,
76706,30JUN2022,North East Metro,Psychosocial disability,55 to 64,Capacity Building,63,
76707,30JUN2022,North East Metro,Psychosocial disability,55 to 64,Capital,50,
76708,30JUN2022,North East Metro,Psychosocial disability,55 to 64,Core,70,
76745,30JUN2022,North East Metro,Spinal Cord Injury,55 to 64,ALL,82,
76746,30JUN2022,North East Metro,Spinal Cord Injury,55 to 64,Capacity Building,58,
76747,30JUN2022,North East Metro,Spinal Cord Injury,55 to 64,Capital,68,
76748,30JUN2022,North East Metro,Spinal Cord Injury,55 to 64,Core,88,
76785,30JUN2022,North East Metro,Stroke,55 to 64,ALL,73,
76786,30JUN2022,North East Metro,Stroke,55 to 64,Capacity Building,79,
76787,30JUN2022,North East Metro,Stroke,55 to 64,Capital,35,
76788,30JUN2022,North East Metro,Stroke,55 to 64,Core,76,
76825,30JUN2022,North East Metro,Visual Impairment,55 to 64,ALL,82,
76826,30JUN2022,North East Metro,Visual Impairment,55 to 64,Capacity Building,61,
76827,30JUN2022,North East Metro,Visual Impairment,55 to 64,Capital,35,
76828,30JUN2022,North East Metro,Visual Impairment,55 to 64,Core,90,
76189,30JUN2022,North East Metro,ABI,65+,ALL,82,
76190,30JUN2022,North East Metro,ABI,65+,Capacity Building,73,
76191,30JUN2022,North East Metro,ABI,65+,Capital,17,
76192,30JUN2022,North East Metro,ABI,65+,Core,87,
76229,30JUN2022,North East Metro,ALL,65+,ALL,77,
76230,30JUN2022,North East Metro,ALL,65+,Capacity Building,66,
76231,30JUN2022,North East Metro,ALL,65+,Capital,59,
76232,30JUN2022,North East Metro,ALL,65+,Core,80,
76469,30JUN2022,North East Metro,Intellectual Disability,65+,ALL,85,
76470,30JUN2022,North East Metro,Intellectual Disability,65+,Capacity Building,65,
76471,30JUN2022,North East Metro,Intellectual Disability,65+,Capital,14,
76472,30JUN2022,North East Metro,Intellectual Disability,65+,Core,89,
76509,30JUN2022,North East Metro,Multiple Sclerosis,65+,ALL,68,
76510,30JUN2022,North East Metro,Multiple Sclerosis,65+,Capacity Building,62,
76511,30JUN2022,North East Metro,Multiple Sclerosis,65+,Capital,78,
76512,30JUN2022,North East Metro,Multiple Sclerosis,65+,Core,68,
76589,30JUN2022,North East Metro,Other Neurological,65+,ALL,71,
76590,30JUN2022,North East Metro,Other Neurological,65+,Capacity Building,68,
76591,30JUN2022,North East Metro,Other Neurological,65+,Capital,68,
76592,30JUN2022,North East Metro,Other Neurological,65+,Core,72,
76629,30JUN2022,North East Metro,Other Physical,65+,ALL,72,
76630,30JUN2022,North East Metro,Other Physical,65+,Capacity Building,57,
76631,30JUN2022,North East Metro,Other Physical,65+,Capital,71,
76632,30JUN2022,North East Metro,Other Physical,65+,Core,76,
76709,30JUN2022,North East Metro,Psychosocial disability,65+,ALL,71,
76710,30JUN2022,North East Metro,Psychosocial disability,65+,Capacity Building,80,
76711,30JUN2022,North East Metro,Psychosocial disability,65+,Capital,1,
76712,30JUN2022,North East Metro,Psychosocial disability,65+,Core,71,
76749,30JUN2022,North East Metro,Spinal Cord Injury,65+,ALL,73,
76750,30JUN2022,North East Metro,Spinal Cord Injury,65+,Capacity Building,56,
76751,30JUN2022,North East Metro,Spinal Cord Injury,65+,Capital,56,
76752,30JUN2022,North East Metro,Spinal Cord Injury,65+,Core,78,
76789,30JUN2022,North East Metro,Stroke,65+,ALL,71,
76790,30JUN2022,North East Metro,Stroke,65+,Capacity Building,87,
76791,30JUN2022,North East Metro,Stroke,65+,Capital,34,
76792,30JUN2022,North East Metro,Stroke,65+,Core,72,
76829,30JUN2022,North East Metro,Visual Impairment,65+,ALL,55,
76830,30JUN2022,North East Metro,Visual Impairment,65+,Capacity Building,33,
76832,30JUN2022,North East Metro,Visual Impairment,65+,Core,63,
76233,30JUN2022,North East Metro,ALL,7 to 14,ALL,69,
76234,30JUN2022,North East Metro,ALL,7 to 14,Capacity Building,65,
76235,30JUN2022,North East Metro,ALL,7 to 14,Capital,57,
76236,30JUN2022,North East Metro,ALL,7 to 14,Core,78,
76273,30JUN2022,North East Metro,Autism,7 to 14,ALL,67,
76274,30JUN2022,North East Metro,Autism,7 to 14,Capacity Building,64,
76275,30JUN2022,North East Metro,Autism,7 to 14,Capital,54,
76276,30JUN2022,North East Metro,Autism,7 to 14,Core,74,
76313,30JUN2022,North East Metro,Cerebral Palsy,7 to 14,ALL,77,
76314,30JUN2022,North East Metro,Cerebral Palsy,7 to 14,Capacity Building,66,
76315,30JUN2022,North East Metro,Cerebral Palsy,7 to 14,Capital,58,
76316,30JUN2022,North East Metro,Cerebral Palsy,7 to 14,Core,90,
76353,30JUN2022,North East Metro,Developmental delay,7 to 14,ALL,57,
76354,30JUN2022,North East Metro,Developmental delay,7 to 14,Capacity Building,57,
76356,30JUN2022,North East Metro,Developmental delay,7 to 14,Core,60,
76393,30JUN2022,North East Metro,Global developmental delay,7 to 14,ALL,61,
76394,30JUN2022,North East Metro,Global developmental delay,7 to 14,Capacity Building,58,
76396,30JUN2022,North East Metro,Global developmental delay,7 to 14,Core,89,
76433,30JUN2022,North East Metro,Hearing Impairment,7 to 14,ALL,54,
76434,30JUN2022,North East Metro,Hearing Impairment,7 to 14,Capacity Building,50,
76436,30JUN2022,North East Metro,Hearing Impairment,7 to 14,Core,62,
76473,30JUN2022,North East Metro,Intellectual Disability,7 to 14,ALL,74,
76474,30JUN2022,North East Metro,Intellectual Disability,7 to 14,Capacity Building,69,
76475,30JUN2022,North East Metro,Intellectual Disability,7 to 14,Capital,56,
76476,30JUN2022,North East Metro,Intellectual Disability,7 to 14,Core,81,
76553,30JUN2022,North East Metro,Other,7 to 14,ALL,61,
76554,30JUN2022,North East Metro,Other,7 to 14,Capacity Building,63,
76593,30JUN2022,North East Metro,Other Neurological,7 to 14,ALL,67,
76594,30JUN2022,North East Metro,Other Neurological,7 to 14,Capacity Building,76,
76595,30JUN2022,North East Metro,Other Neurological,7 to 14,Capital,54,
76596,30JUN2022,North East Metro,Other Neurological,7 to 14,Core,67,
76633,30JUN2022,North East Metro,Other Physical,7 to 14,ALL,63,
76634,30JUN2022,North East Metro,Other Physical,7 to 14,Capacity Building,54,
76635,30JUN2022,North East Metro,Other Physical,7 to 14,Capital,75,
76636,30JUN2022,North East Metro,Other Physical,7 to 14,Core,69,
76673,30JUN2022,North East Metro,Other Sensory/Speech,7 to 14,ALL,55,
76674,30JUN2022,North East Metro,Other Sensory/Speech,7 to 14,Capacity Building,55,
76676,30JUN2022,North East Metro,Other Sensory/Speech,7 to 14,Core,71,
76197,30JUN2022,North East Metro,ABI,ALL,ALL,80,
76198,30JUN2022,North East Metro,ABI,ALL,Capacity Building,65,
76199,30JUN2022,North East Metro,ABI,ALL,Capital,30,
76200,30JUN2022,North East Metro,ABI,ALL,Core,85,
76237,30JUN2022,North East Metro,ALL,ALL,ALL,76,
76238,30JUN2022,North East Metro,ALL,ALL,Capacity Building,60,
76239,30JUN2022,North East Metro,ALL,ALL,Capital,47,
76240,30JUN2022,North East Metro,ALL,ALL,Core,82,
76277,30JUN2022,North East Metro,Autism,ALL,ALL,73,
76278,30JUN2022,North East Metro,Autism,ALL,Capacity Building,59,
76279,30JUN2022,North East Metro,Autism,ALL,Capital,29,
76280,30JUN2022,North East Metro,Autism,ALL,Core,83,
76317,30JUN2022,North East Metro,Cerebral Palsy,ALL,ALL,81,
76318,30JUN2022,North East Metro,Cerebral Palsy,ALL,Capacity Building,69,
76319,30JUN2022,North East Metro,Cerebral Palsy,ALL,Capital,51,
76320,30JUN2022,North East Metro,Cerebral Palsy,ALL,Core,89,
76357,30JUN2022,North East Metro,Developmental delay,ALL,ALL,63,
76358,30JUN2022,North East Metro,Developmental delay,ALL,Capacity Building,60,
76359,30JUN2022,North East Metro,Developmental delay,ALL,Capital,61,
76360,30JUN2022,North East Metro,Developmental delay,ALL,Core,78,
76397,30JUN2022,North East Metro,Global developmental delay,ALL,ALL,64,
76398,30JUN2022,North East Metro,Global developmental delay,ALL,Capacity Building,57,
76399,30JUN2022,North East Metro,Global developmental delay,ALL,Capital,56,
76400,30JUN2022,North East Metro,Global developmental delay,ALL,Core,85,
76437,30JUN2022,North East Metro,Hearing Impairment,ALL,ALL,51,
76438,30JUN2022,North East Metro,Hearing Impairment,ALL,Capacity Building,43,
76439,30JUN2022,North East Metro,Hearing Impairment,ALL,Capital,32,
76440,30JUN2022,North East Metro,Hearing Impairment,ALL,Core,58,
76477,30JUN2022,North East Metro,Intellectual Disability,ALL,ALL,80,
76478,30JUN2022,North East Metro,Intellectual Disability,ALL,Capacity Building,60,
76479,30JUN2022,North East Metro,Intellectual Disability,ALL,Capital,26,
76480,30JUN2022,North East Metro,Intellectual Disability,ALL,Core,86,
76517,30JUN2022,North East Metro,Multiple Sclerosis,ALL,ALL,79,
